id,iso,lang,text,openai/gpt4,ISO code,ISO language name,native_speakers,writing_system,language_family,region,continent,ISO639P3code,Macroarea,Family,Subfamily,Genus,script_simplified,is_indo_european,xlm-roberta-base,bert-base-uncased,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bigscience/bloom,StabilityAI/stablelm-base-alpha-7b,google/flan-t5-base,facebook/mbart-large-50,facebook/nllb-200-distilled-600M,EleutherAI/gpt-neox-20b,Xenova/gpt-4o,Xenova/claude-tokenizer,CohereForAI/aya-101,meta-llama/Meta-Llama-3-70B,mistralai/Mixtral-8x22B-v0.1,google/gemma-7b,simbolo-ai/multilingual-partial-syllable-tokenizer,Cohere/multilingual-22-12,Cohere/Cohere-embed-multilingual-v3.0,tokenized_text
2844,my-MM,Burmese,စားသောက်ဆိုင်ရဲ့ အရောက်ပို့စနစ် အခြေအနေ ဘယ်လိုရှိလဲ,99,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,87.0,85.0,9.0,15.0,14.0,85.0,25,47,15,99,74,38,76,15,12,"[947, 1163, 296, 540, 402, 265, 457, 989, 1166, 679, 821, 592, 987, 316, 425]"
2846,my-MM,Burmese,ဒီ သီချင်း ကို နားထောင်မယ်,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,6.0,9.0,41.0,40.0,9.0,9.0,8.0,40.0,12,27,10,49,41,18,39,8,7,"[393, 1111, 559, 361, 1049, 623, 376]"
2851,my-MM,Burmese,ပီဇာကုမ္ပဏီ မှာ ပါဆယ်စနစ် ရှိတယ်ဟုတ်တယ်မဟုတ်လား,91,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,77.0,73.0,9.0,17.0,16.0,73.0,31,58,18,91,78,38,74,25,14,"[318, 1174, 1131, 976, 509, 1158, 1209, 1174, 754, 517, 1176, 268, 1166, 679, 472, 290, 511, 290, 664, 506]"
2863,my-MM,Burmese,အလင်း အရောင် ကို အပြာရောင် ပြောင်းမယ်,70,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,59.0,57.0,11.0,14.0,12.0,57.0,16,30,13,70,42,23,56,14,11,"[767, 267, 661, 315, 361, 265, 270, 1150, 1162, 315, 332, 314, 376]"
2869,my-MM,Burmese,ငါ့နှိုးစက်တွေကို ငါ့ကိုပြောပြပါ,63,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,4.0,12.0,60.0,53.0,5.0,12.0,11.0,53.0,18,31,12,63,47,25,44,12,10,"[747, 1160, 311, 304, 918, 417, 747, 1160, 275, 470, 270, 278]"
2879,my-MM,Burmese,ကျေးဇူးပြုပြီး ငါ လုပ်ထားတဲ့ နှိုးစက်တွေ အကုန် ဖျက်ပေးပါ,107,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,8.0,20.0,95.0,86.0,13.0,20.0,17.0,86.0,29,59,21,107,85,50,81,17,15,"[336, 272, 1207, 326, 444, 317, 747, 454, 756, 798, 304, 918, 287, 265, 562, 385, 1169, 262, 364, 278]"
2886,my-MM,Burmese,နံနက်ခင်းသတင်း မှာ ထိုင်နေတဲ့ ခွေး အကြောင်း ‌ဆောင်းပါးကို ကျေးဇူးပြုပြီး ရပ်တန့်ထားပေးပါ,168,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,27.0,10.0,27.0,145.0,135.0,17.0,27.0,26.0,135.0,44,85,33,167,123,68,128,23,21,"[350, 1180, 602, 1170, 267, 1163, 547, 754, 340, 295, 659, 354, 390, 972, 1148, 1299, 1176, 314, 637, 275, 336, 272, 1207, 326, 444, 317, 1123, 1154, 1159, 363, 351, 364, 278]"
2889,my-MM,Burmese,ဒီမှာ ရာသီဥတုဘယ်လိုလဲ,41,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,38.0,35.0,5.0,11.0,9.0,35.0,14,27,10,41,42,18,32,11,8,"[393, 302, 859, 931, 1219, 988, 1182, 268, 324, 425]"
2901,my-MM,Burmese,ဘိန်းမုန့် မှာပေးပါ,37,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,32.0,31.0,5.0,11.0,10.0,31.0,12,19,9,37,28,16,27,10,8,"[352, 1155, 301, 1157, 441, 1160, 754, 364, 278]"
2919,my-MM,Burmese,youtube မှာ မြန်မာ့အလင်းသတင်း ဗီဒီယိုအသစ်တွေရှိလား,84,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,73.0,71.0,9.0,15.0,14.0,71.0,25,44,13,84,68,34,73,16,12,"[1148, 1227, 1192, 1214, 1197, 1214, 1241, 1189, 754, 476, 1135, 863, 1163, 547, 502, 1174, 422, 1172, 260, 588, 271, 287, 316, 506]"
2932,my-MM,Burmese,ကြယ်တွေစုံတဲ့ည ကိုဖွင့်ပါ,49,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,44.0,41.0,5.0,11.0,12.0,41.0,13,27,13,49,46,21,36,13,9,"[405, 268, 287, 810, 303, 1173, 361, 406, 300, 278]"
2935,my-MM,Burmese,ငါ့ရဲ့ ကန်းထရီး ပလေးလစ် ကိုဖွင့်ပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,57.0,56.0,9.0,15.0,15.0,56.0,20,37,16,65,59,30,51,16,13,"[747, 1160, 402, 288, 301, 1181, 690, 318, 368, 1164, 271, 361, 406, 415, 278]"
2936,my-MM,Burmese,ငါ့ရဲ့ ဒုတိယသီချင်းစာရင်း ကိုဖွင့်ပေးပါ,76,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,68.0,65.0,7.0,12.0,13.0,65.0,24,41,12,76,66,33,57,13,10,"[747, 1160, 402, 819, 1050, 931, 559, 439, 516, 361, 406, 415, 364, 278]"
2943,my-MM,Burmese,ဒီနေ့ရဲ့ နေ့စွဲက ဘာလဲ,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,38.0,38.0,7.0,11.0,9.0,38.0,15,26,9,40,44,21,31,8,8,"[393, 430, 402, 1148, 430, 1001, 1153, 545, 425]"
2946,my-MM,Burmese,ပင်မအိပ်ခန်း ထဲက ပန်ကာ ပိတ်လိုက်ပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,50.0,52.0,9.0,16.0,16.0,52.0,20,35,14,65,45,28,54,14,11,"[318, 259, 1157, 1165, 469, 611, 340, 1171, 1153, 318, 264, 440, 318, 372, 404, 278]"
2949,my-MM,Burmese,alexa ကျေးဇူးပြု၍ အခု သီချင်း ကို အကြိုက်ဆုံးများ ထဲထည့်ပါ,103,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,10.0,21.0,91.0,85.0,16.0,21.0,19.0,85.0,28,56,25,103,90,45,84,16,17,"[1148, 752, 1189, 1271, 1191, 336, 272, 1207, 326, 444, 1223, 656, 1111, 559, 361, 933, 356, 432, 307, 340, 1171, 1181, 395, 278]"
2955,my-MM,Burmese,ငါ ဟစ်ဟော့ ကိုချစ်တယ်,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,33.0,33.0,7.0,10.0,10.0,33.0,11,22,9,40,36,15,32,11,8,"[747, 491, 271, 1187, 650, 361, 1052, 290]"
2963,my-MM,Burmese,မျိုးကြီး ရဲ့ ငါ့ရဲ့ အကြိုက်ဆုံး သီချင်း ကျေးဇူးပြု ဖွင့်ပေးပါ,118,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,9.0,20.0,106.0,100.0,15.0,20.0,18.0,100.0,34,66,25,118,103,53,87,16,15,"[464, 304, 348, 305, 269, 747, 1160, 402, 933, 356, 432, 1111, 559, 336, 272, 1207, 326, 444, 385, 845, 364, 278]"
2971,my-MM,Burmese,ကျေးဇူးပြုပြီး ကော်ဖီဝိုင်း စတင်ပါ,66,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,5.0,14.0,58.0,53.0,7.0,14.0,12.0,53.0,19,37,15,66,51,29,48,12,10,"[336, 272, 1207, 326, 444, 317, 288, 337, 1178, 1174, 1185, 344, 310, 460, 278]"
2978,my-MM,Burmese,မီးရောင်တွေ ကို နှိမ့်ပေးပါ,52,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,46.0,44.0,7.0,13.0,11.0,44.0,13,26,12,52,38,23,38,10,10,"[1071, 1162, 315, 287, 361, 798, 1155, 1157, 363, 364, 278]"
2979,my-MM,Burmese,ညအချိန်မုဒ်,22,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,6.0,3.0,6.0,19.0,19.0,3.0,6.0,6.0,19.0,9,12,4,22,20,10,17,6,4,"[688, 935, 1157, 766, 1147]"
2991,my-MM,Burmese,ခေတ်စားနေသော နည်းပညာ သတင်းများ,58,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,50.0,45.0,7.0,11.0,10.0,45.0,14,25,10,58,39,23,45,7,7,"[354, 983, 375, 293, 367, 866, 696, 724, 307]"
2992,my-MM,Burmese,လက်တလော နည်းပညာ သတင်းခေါင်းစဉ်,58,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,47.0,45.0,7.0,10.0,9.0,45.0,19,28,9,58,45,23,47,12,7,"[467, 1154, 1110, 866, 696, 724, 1170, 638, 492]"
2993,my-MM,Burmese,သီချင်း နောက်တစ်ပုဒ် ကို ဖွင့်ပါ,61,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,49.0,49.0,9.0,12.0,11.0,49.0,17,31,12,61,49,25,48,11,8,"[1111, 559, 551, 380, 1158, 766, 1147, 361, 1121, 415, 278]"
3004,my-MM,Burmese,သီချင်းကို ဘယ်နှစ်ခုနှစ်က လုပ်ခဲ့တာလဲ,72,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,60.0,59.0,7.0,13.0,12.0,59.0,19,38,13,72,66,30,56,11,10,"[1111, 559, 275, 560, 381, 377, 381, 1153, 454, 850, 425]"
3018,my-MM,Burmese,ငါ့ရဲ့ အစားအသောက် ကိုရှာပါ,50,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,47.0,42.0,7.0,11.0,10.0,42.0,13,25,11,50,39,20,38,11,8,"[747, 1160, 402, 265, 375, 588, 296, 361, 1145, 278]"
3028,my-MM,Burmese,အော်လီ ပဲခူး က နှင်းကျတာကိုခန့်မှန်းတဲ့ အတွက်အချက်ကိုပြပါ,110,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,7.0,21.0,94.0,88.0,11.0,21.0,23.0,88.0,27,55,21,110,90,45,85,24,18,"[265, 337, 919, 318, 1171, 1170, 326, 288, 798, 267, 330, 895, 1170, 510, 273, 301, 303, 946, 1165, 411, 275, 270, 278]"
3041,my-MM,Burmese,ခေတ်စားနေသော သီတင်း အကြောင်းအရာ များolly,70,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,61.0,55.0,11.0,14.0,14.0,55.0,19,32,14,70,44,27,58,13,10,"[354, 983, 375, 293, 367, 1111, 547, 972, 1165, 331, 663, 1192, 1205, 1205, 1227]"
3045,my-MM,Burmese,နောက် နှိုးစက်,27,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,24.0,20.0,5.0,8.0,6.0,20.0,6,12,5,27,17,10,20,7,4,"[551, 798, 304, 918]"
3046,my-MM,Burmese,တရုတ်စာ,14,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,4.0,3.0,4.0,12.0,9.0,3.0,4.0,4.0,9.0,4,7,2,14,8,6,11,4,2,"[982, 439]"
3056,my-MM,Burmese,ဒီနေ့ နိုင်ငံရေး တွင် အသစ်အဆန်းများ ရှိသည်ဆိုသော်လည်း ဒေါ်အောင်ဆန်းစုကြည် သတင်းကို စစ်ထုတ်နိုင်ပါသလား,195,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,26.0,10.0,26.0,160.0,158.0,17.0,26.0,27.0,158.0,46,96,30,195,140,76,151,26,23,"[393, 430, 513, 335, 1148, 369, 459, 271, 1165, 940, 307, 472, 298, 341, 1069, 888, 431, 940, 453, 749, 724, 275, 610, 666, 323, 278, 1163, 506]"
3082,my-MM,Burmese,ငါ မုန့်ပြားသလက် နှစ်ခုလိုတယ်,56,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,48.0,45.0,7.0,13.0,12.0,45.0,17,28,11,56,44,23,44,13,10,"[747, 280, 1151, 1159, 363, 998, 1163, 503, 566, 377, 324, 290]"
3088,my-MM,Burmese,သီချင်း တစ်ပုဒ်ဖွင့်ပါ,43,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,34.0,36.0,5.0,8.0,9.0,36.0,14,24,8,43,39,19,33,9,6,"[1111, 559, 410, 1158, 766, 1147, 406, 415, 278]"
3094,my-MM,Burmese,အလင်းရောင် ပိတ်ပါ,33,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,27.0,27.0,5.0,8.0,7.0,27.0,8,16,6,33,22,12,26,8,6,"[767, 267, 1162, 315, 318, 372, 278]"
3121,my-MM,Burmese,တောင်ဘက်ပိုင်း အပူချိန် က နေသာ လား,64,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,53.0,51.0,11.0,14.0,13.0,51.0,17,29,13,64,45,25,52,12,10,"[991, 631, 548, 265, 924, 452, 288, 523, 397, 289, 263]"
3123,my-MM,Burmese,အချို့ တေးဂီတ ကို ငါ့အတွက်ဖွင့်ပေးပါ,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,62.0,58.0,9.0,14.0,14.0,58.0,21,38,14,69,61,32,53,14,11,"[265, 794, 297, 272, 1193, 1174, 1154, 361, 747, 1160, 413, 406, 415, 364, 278]"
3134,my-MM,Burmese,အနီးနား က ကိုယ်တိုင်ယူ ဘယ်နေရာတွေကို မှာယူလို့ရလဲ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,7.0,18.0,84.0,77.0,11.0,18.0,15.0,77.0,25,50,18,94,78,38,73,16,13,"[265, 797, 658, 288, 466, 683, 475, 560, 718, 417, 754, 475, 357, 1162, 425]"
3139,my-MM,Burmese,အသံ လျှော့ပါ,23,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,22.0,22.0,5.0,8.0,6.0,22.0,7,11,6,23,25,11,17,8,5,"[459, 1180, 1026, 650, 278]"
3148,my-MM,Burmese,မနက်ထဖို့ ဘယ်အချိန် နှိုးစက် ပေးထားလဲ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,62.0,59.0,9.0,17.0,14.0,59.0,21,39,15,71,60,30,56,14,12,"[280, 602, 1181, 412, 560, 935, 798, 304, 918, 783, 351, 425]"
3149,my-MM,Burmese,ငါ မနက်ဖြန် မနက် အတွက် နှိုးစက် တစ်ခုခု ထားထားတာရှိသလား,104,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,9.0,22.0,90.0,80.0,15.0,22.0,19.0,80.0,28,53,21,104,76,42,86,18,17,"[747, 280, 602, 286, 264, 280, 602, 946, 798, 304, 918, 1053, 377, 340, 263, 1093, 316, 1163, 506]"
3151,my-MM,Burmese,ငါ့ရဲ့ အစောပိုင်း နှိုးစက်တွေကို ပယ်ဖျက်ပါ,81,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,70.0,67.0,9.0,16.0,15.0,67.0,22,41,15,81,63,31,61,17,13,"[747, 1160, 402, 507, 261, 548, 798, 304, 918, 417, 318, 268, 1055, 262, 278]"
3160,my-MM,Burmese,ဂန္တဝင်ဂီတ သီချင်းစာရင်း ကိုဖွင့်ပါ,68,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,5.0,14.0,58.0,57.0,7.0,14.0,15.0,57.0,21,39,16,68,60,27,54,17,12,"[522, 961, 494, 1193, 1174, 1154, 1111, 559, 439, 516, 361, 406, 300, 278]"
3166,my-MM,Burmese,ဒီသီချင်းကို နောက်ထပ် တစ်ခါဖွင့်ပေးပါ,72,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,61.0,60.0,7.0,12.0,11.0,60.0,20,40,11,72,62,30,55,11,10,"[393, 931, 559, 275, 551, 1095, 410, 486, 406, 415, 364, 278]"
3177,my-MM,Burmese,ဒီအဖွဲ့က ခေါင်းဆောင်အဆိုတော်ရဲ့နာမည် ဘယ်လိုခေါ်လဲ,96,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,5.0,16.0,83.0,82.0,7.0,16.0,16.0,82.0,29,53,15,96,90,40,71,15,13,"[393, 646, 1153, 354, 638, 420, 1165, 341, 345, 402, 443, 455, 987, 824, 425]"
3183,my-MM,Burmese,မီးပိတ်ဖွင့်ပါ,28,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,7.0,3.0,7.0,24.0,24.0,3.0,7.0,8.0,24.0,9,16,6,28,25,12,20,9,5,"[1071, 1158, 372, 406, 300, 278]"
3194,my-MM,Burmese,စီရီ ငါ့ရဲ့ ပေါ့ပ် ပလေးလစ်စ် ဖွင့်ပါ,68,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,7.0,18.0,58.0,63.0,11.0,18.0,16.0,63.0,23,41,17,68,65,34,54,16,13,"[997, 585, 747, 1160, 402, 318, 321, 1160, 281, 318, 368, 1164, 271, 271, 1121, 415, 278]"
3200,my-MM,Burmese,အဲဒီ ခေါင်းစဉ်မှ ဘာ သီတင်အသစ် မဆို ရှိရင်ငါ့ကိုပြောပါ,101,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,8.0,19.0,87.0,89.0,13.0,19.0,18.0,89.0,33,59,19,101,82,42,81,21,16,"[577, 354, 638, 492, 273, 545, 1111, 460, 588, 271, 280, 341, 472, 371, 1156, 1175, 1160, 275, 470, 278]"
3202,my-MM,Burmese,ငါ ဂျက်ဇ် ကြိုက်တယ် မင်းသိထားသင့်တယ်,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,55.0,53.0,9.0,17.0,15.0,53.0,23,37,15,69,53,26,55,16,12,"[747, 994, 262, 1207, 1147, 405, 356, 290, 977, 423, 351, 771, 290]"
3203,my-MM,Burmese,ကျေးဇူးပြု၍ ငါ့ရဲ့ တေးသံသာ ကို စစ်ကြည့်ပေးပါ,85,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,8.0,17.0,77.0,72.0,11.0,17.0,16.0,72.0,27,47,21,85,69,40,64,15,14,"[336, 272, 1207, 326, 444, 1223, 747, 1160, 402, 297, 272, 952, 397, 361, 610, 648, 364, 278]"
3242,my-MM,Burmese,တစ်နာရီသုံးဆယ်မိနစ် မှာ နှိုးစက်သတ်မှတ်ပေးပါလား,92,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,5.0,17.0,79.0,73.0,7.0,17.0,18.0,73.0,28,49,16,92,66,38,70,17,14,"[410, 443, 585, 635, 1176, 268, 429, 679, 754, 798, 304, 918, 726, 478, 364, 278, 506]"
3248,my-MM,Burmese,မနက်ဖြန် အတွက် နှိုးစက် ကိုဖျက်လိုက်ပါ,73,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,61.0,56.0,9.0,15.0,14.0,56.0,18,37,15,73,53,27,58,14,12,"[280, 602, 286, 264, 946, 798, 304, 918, 361, 1055, 262, 404, 278]"
3261,my-MM,Burmese,လက်ရှိ ဗဟို အချိန်ဘယ်လောက်လဲ,54,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,44.0,46.0,7.0,10.0,11.0,46.0,17,29,10,54,51,21,43,10,6,"[467, 316, 502, 1187, 260, 836, 1182, 268, 556, 425]"
3270,my-MM,Burmese,မနက်ဖြန် အတွက် ​ပေးထားတဲ့ နှိုးစက် ​တွေ ဖယ်ပစ်လိုက်ပါ,97,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,8.0,20.0,83.0,77.0,13.0,20.0,18.0,77.0,25,54,20,97,74,40,82,18,16,"[280, 602, 286, 264, 946, 1148, 1210, 364, 756, 798, 304, 918, 1148, 1210, 287, 385, 268, 1134, 404, 278]"
